address,baths,beds,city,date_sold,hoa_fee,last_sold_price,latitude,longitude,parking,price,property_value,rent_high,rent_low,rent_value,sqft,tax_assessed_value,tax_rate,type,year_built,zest_high,zest_low,zest_value,zestimate
"1005 Roxwood Ln # A,",2.0,3.0,"Boulder, CO 80303",09/04/13,,325000,40.005851,-105.22586,"Garage - Attached, 480 sqft garage",325000.0,325000,3000.0,2200.0,2500.0,1832.0,305800,0.0054,Townhouse,1967,562000.0,488000.0,525063.0,525063.0
"260 Mohawk Dr,",2.0,3.0,"Boulder, CO 80303",04/18/16,,599900,39.992377,-105.238188,347 sqft garage,599900.0,599900,3100.0,2400.0,2600.0,1424.0,504000,0.0054,Single Family,1963,643000.0,548000.0,595153.0,595153.0
"4860 Fountain St,",4.0,5.0,"Boulder, CO 80304",05/06/15,,950000,40.062895,-105.286279,"Garage - Attached, 480 sqft garage",950000.0,950000,5000.0,1500.0,4300.0,3887.0,658500,0.0054,Single Family,1995,1080000.0,976000.0,1027479.0,1027479.0
"2515 Bluff St,",3.0,3.0,"Boulder, CO 80304",08/05/13,,667000,40.025723,-105.263872,"Garage - Detached, 561 sqft garage",667000.0,667000,3600.0,2300.0,2875.0,1630.0,565200,0.0054,Single Family,1925,770000.0,619000.0,687433.0,687433.0
"267 Dakota Blvd,",4.0,5.0,"Boulder, CO 80304",10/21/15, 25,1225000,40.065623,-105.290296,"Garage - Attached, 2 spaces, 400 sqft garage",1225000.0,1225000,6400.0,1600.0,5504.0,3691.0,812300,0.0054,Single Family,2004,1550000.0,1250000.0,1392751.0,1392751.0
"5277 Westridge Dr,",4.5,4.0,"Boulder, CO 80301",11/19/14, 263,1640000,40.063881,-105.230129,"Garage - Attached, 3 spaces, 855 sqft garage",1640000.0,1640000,15000.0,6100.0,9099.0,5653.0,1474000,0.0054,Single Family,1995,2460000.0,2190000.0,2301418.0,2301418.0
"1400 Zamia Ave,",0.0,0.0,"Boulder, CO 80304",01/21/15,,170000,40.060978,-105.279653,,170000.0,170000,,,,0.0,125000,0.0054,Single Family,2014,,,,
"6951 Carter Trl,",1.0,4.0,"Boulder, CO 80301",05/15/13,,510000,40.056434,-105.191214,"Garage - Attached, 612 sqft garage",510000.0,510000,3500.0,2500.0,2875.0,2753.0,437600,0.0054,Single Family,1989,664000.0,589000.0,626331.0,626331.0
"3958 Montclair Ln,",4.0,6.0,"Boulder, CO 80301",09/11/15,,925000,40.046541,-105.24577,"Garage - Attached, 798 sqft garage",925000.0,925000,4500.0,2400.0,4000.0,4488.0,723200,0.0054,Single Family,1999,1030000.0,928000.0,976881.0,976881.0
"6731 Lakeview Dr,",3.0,4.0,"Boulder, CO 80303",05/19/15,,877500,40.001941,-105.197555,"Garage - Attached, 176 sqft garage",877500.0,877500,4400.0,3100.0,3335.0,2310.0,496100,0.0054,Single Family,1957,975000.0,799000.0,877951.0,877951.0
"403 Dakota Blvd,",4.0,4.0,"Boulder, CO 80304",11/13/13,,940000,40.065644,-105.289027,"Garage - Attached, 554 sqft garage",940000.0,940000,6600.0,1700.0,5721.0,4970.0,960000,0.0054,Single Family,2004,1590000.0,1330000.0,1447106.0,1447106.0
"50 S Boulder Cir APT 5022,",1.0,1.0,"Boulder, CO 80303",08/01/13,,161000,39.987312,-105.229215,,161000.0,161000,1700.0,1100.0,1300.0,637.0,,0.0054,Condo,1984,369000.0,214000.0,297784.0,297784.0
"2930 Dover Dr,",2.0,5.0,"Boulder, CO 80305",06/14/13,,565000,39.987846,-105.257137,"Garage - Attached, 308 sqft garage",565000.0,565000,3500.0,2200.0,2804.0,2716.0,474100,0.0054,Single Family,1958,839000.0,689000.0,749068.0,749068.0
"1321 Balsam Ave APT 1,",1.0,2.0,"Boulder, CO 80304",05/21/14, 150,413500,40.027095,-105.279661,"Garage - Attached, Off street, On street, 1 space, 306 sqft garage",413500.0,413500,2800.0,1700.0,2100.0,889.0,202100,0.0054,Townhouse,1973,596000.0,371000.0,458564.0,458564.0
"67 Anemone Dr,",2.0,0.0,"Boulder, CO 80302",08/19/14,,665000,40.02854,-105.318058,,665000.0,665000,3800.0,2400.0,2895.0,2304.0,478300,0.0054,Single Family,1962,793000.0,591000.0,695230.0,695230.0
"1155 Canyon Blvd STE 207,",1.0,1.0,"Boulder, CO 80302",02/04/14,,449000,40.016045,-105.280064,"Garage - Attached, 1 space, 200 sqft garage",449000.0,449000,3400.0,2300.0,2750.0,1055.0,591600,0.0054,Condo,2006,988000.0,745000.0,866839.0,866839.0
"725 S 45th St,",3.0,5.0,"Boulder, CO 80305",05/28/15,,607000,39.983007,-105.242953,"Garage - Attached, 242 sqft garage",607000.0,607000,3200.0,2400.0,2695.0,2028.0,342800,0.0054,Single Family,1959,674000.0,597000.0,641726.0,641726.0
"2800 Kalmia Ave APT A213,",2.0,2.0,"Boulder, CO 80301",06/02/15,,228000,40.039403,-105.258014,,228000.0,228000,1800.0,1200.0,1550.0,888.0,149400,0.0054,Condo,1981,253000.0,229000.0,240826.0,240826.0
"1980 Floral Dr,",2.0,5.0,"Boulder, CO 80304",05/22/13,,501500,40.031393,-105.272397,275 sqft garage,501500.0,501500,3500.0,2500.0,2904.0,2100.0,433400,0.0054,Single Family,1957,846000.0,666000.0,748485.0,748485.0
"365 S 43rd St,",1.0,5.0,"Boulder, CO 80305",02/04/14,,405000,39.987494,-105.244731,"Garage - Attached, 200 sqft garage",405000.0,405000,3200.0,2300.0,2600.0,3060.0,478900,0.0054,Single Family,1957,697000.0,605000.0,650984.0,650984.0
"4184 Amber Pl,",3.0,4.0,"Boulder, CO 80304",09/24/13,,510000,40.050685,-105.26133,"Garage - Attached, 400 sqft garage",510000.0,510000,3400.0,2600.0,2901.0,2820.0,485000,0.0054,Single Family,1988,804000.0,678000.0,737284.0,737284.0
"6156 Habitat Dr,",0.0,0.0,"Boulder, CO 80301",06/10/14, 265,295000,40.06057,-105.210043,"Carport, 1 space",295000.0,295000,2800.0,1800.0,2450.0,0.0,,0.0054,Townhouse,1989,385000.0,330000.0,346931.0,346931.0
"3850 Paseo Del Prado St APT 16,",2.0,2.0,"Boulder, CO 80301",01/03/14,,225800,40.044548,-105.256141,"Garage - Attached, 220 sqft garage",225800.0,225800,2400.0,1600.0,1900.0,1264.0,215400,0.0054,Condo,1972,370000.0,334000.0,351949.0,351949.0
"2979 S Lakeridge Trl,",4.0,5.0,"Boulder, CO 80302",04/11/16, 120,1325000,40.136874,-105.284494,"Garage - Detached, 1064 sqft garage",1325000.0,1325000,11000.0,4400.0,6720.0,6051.0,1324900,0.0054,Single Family,1974,2210000.0,1380000.0,1698764.0,1698764.0
"4115 Riverside Ave,",0.0,0.0,"Boulder, CO 80304",08/25/15,,470000,40.049453,-105.281888,200 sqft garage,470000.0,470000,3400.0,1500.0,2350.0,200.0,15000,0.0054,Single Family,1983,494000.0,321000.0,382564.0,382564.0
"9424 Mountain Ridge Dr,",5.0,3.0,"Boulder, CO 80302",09/10/15,,1425000,40.145801,-105.288177,"Garage - Attached, 1744 sqft garage",1425000.0,1425000,12000.0,1800.0,6833.0,6930.0,1309600,0.0054,Single Family,1994,2130000.0,1520000.0,1727960.0,1727960.0
"2444 9th St APT 3,",2.0,2.0,"Boulder, CO 80304",07/26/13,,425000,40.022186,-105.284873,"Garage - Attached, 400 sqft garage",425000.0,425000,2800.0,2000.0,2350.0,1280.0,332900,0.0054,Condo,1984,541000.0,475000.0,505236.0,505236.0
"2800 Sundown Ln APT 306,",2.0,2.0,"Boulder, CO 80303",06/18/15,,350000,40.009796,-105.257602,"Garage - Attached, 190 sqft garage",350000.0,350000,2700.0,1800.0,2200.0,1244.0,297800,0.0054,Condo,1988,405000.0,359000.0,381834.0,381834.0
"1100 Deer Trail Rd,",3.0,5.0,"Boulder, CO 80302",06/12/15,,712500,40.080631,-105.349708,"Garage - Attached, 780 sqft garage",712500.0,712500,4200.0,2400.0,2915.0,3890.0,511800,0.0054,Single Family,1969,811000.0,713000.0,757982.0,757982.0
"645 Manhattan Pl APT 302,",1.0,1.0,"Boulder, CO 80303",10/08/15, 240,189900,39.998907,-105.230874,Off street,189900.0,189900,1400.0,1100.0,1250.0,676.0,116900,0.0054,Condo,1974,202000.0,156000.0,183343.0,183343.0
"2265 Floral Dr,",1.5,5.0,"Boulder, CO 80304",12/16/15,,763000,40.029965,-105.266483,"Garage - Attached, 286 sqft garage",763000.0,763000,3200.0,2400.0,2695.0,2080.0,501400,0.0054,Single Family,1957,786000.0,711000.0,748765.0,748765.0
"4851 10th St,",4.0,4.0,"Boulder, CO 80304",08/18/14, 12,529660,40.061996,-105.285145,"Garage - Attached, 456 sqft garage",529660.0,529660,4200.0,2600.0,3450.0,2560.0,457900,0.0054,Single Family,1995,806000.0,674000.0,732279.0,732279.0
"3120 14th St,",5.0,5.0,"Boulder, CO 80304",10/05/15,,1637500,40.032096,-105.277191,"Garage - Attached, 462 sqft garage",1637500.0,1637500,11000.0,4400.0,6618.0,4877.0,449100,0.0054,Single Family,2015,1980000.0,1410000.0,1674468.0,1674468.0
"575 Manhattan Dr UNIT 204,",2.0,2.0,"Boulder, CO 80303",02/29/16,,346500,39.99788,-105.229481,"Garage - Detached, 240 sqft garage",346500.0,346500,2100.0,1600.0,1800.0,954.0,257700,0.0054,Condo,1990,348000.0,315000.0,331905.0,331905.0
"6495 Kalua Rd APT 204A,",2.0,2.0,"Boulder, CO 80301",03/03/14,,156000,40.056197,-105.20221,210 sqft garage,156000.0,156000,1900.0,1400.0,1575.0,1044.0,127700,0.0054,Condo,1974,222000.0,197000.0,211405.0,211405.0
"4642 Burgundy Ln # 1,",4.0,3.0,"Boulder, CO 80301",03/31/16,,426000,40.058628,-105.209328,"Garage - Attached, 200 sqft garage",426000.0,426000,2700.0,2000.0,2300.0,1698.0,336100,0.0054,Condo,1985,446000.0,404000.0,425195.0,425195.0
"3553 22nd St,",3.0,4.0,"Boulder, CO 80304",06/05/13,,864000,40.039424,-105.268875,"Garage - Attached, 640 sqft garage",864000.0,864000,5000.0,3200.0,4450.0,4022.0,692600,0.0054,Single Family,1990,1140000.0,975000.0,1047881.0,1047881.0
"3307 4th St,",4.0,4.0,"Boulder, CO 80304",05/23/14,,1222000,40.035323,-105.291965,"Garage - Attached, 630 sqft garage",1222000.0,1222000,6900.0,4400.0,6035.0,4232.0,681800,0.0054,Single Family,2013,1800000.0,1450000.0,1526677.0,1526677.0
"1102 Barberry Ct,",3.5,4.0,"Boulder, CO 80305",07/10/13,,849000,39.97857,-105.26531,"Garage - Attached, 480 sqft garage",849000.0,849000,5200.0,3200.0,4600.0,3604.0,760100,0.0054,Single Family,1980,1250000.0,1050000.0,1163740.0,1163740.0
"65 Benthaven Pl,",1.5,3.0,"Boulder, CO 80305",04/07/14, 275,523500,39.974834,-105.261707,"Garage - Detached, 456 sqft garage",523500.0,523500,3200.0,2300.0,2600.0,1540.0,408200,0.0054,Condo,1973,578000.0,523000.0,550789.0,550789.0
"2301 Pearl St APT 34,",1.0,1.0,"Boulder, CO 80302",08/26/14,,169000,40.021207,-105.265277,"Garage - Attached, 128 sqft garage",169000.0,169000,1700.0,1200.0,1395.0,427.0,131800,0.0054,Condo,1984,206000.0,163000.0,185492.0,185492.0
"620 Locust Ave,",2.5,3.0,"Boulder, CO 80304",08/19/14,,109600,40.053641,-105.288918,"Garage - Attached, 420 sqft garage",109600.0,109600,5000.0,2800.0,4095.0,2808.0,669600,0.0054,Single Family,1986,1090000.0,899000.0,999156.0,999156.0
"2248 Nicholl St W,",3.0,5.0,"Boulder, CO 80304",05/29/14,,737000,40.029586,-105.269302,"Garage - Attached, 288 sqft garage",737000.0,737000,4500.0,1200.0,3203.0,2147.0,540000,0.0054,Single Family,1956,982000.0,698000.0,811443.0,811443.0
"963 Laramie Blvd UNIT D,",1.5,3.0,"Boulder, CO 80304",08/02/13,,177260,40.065877,-105.284438,,177260.0,177260,3000.0,1600.0,2350.0,1250.0,180300,0.0054,Condo,2002,269000.0,217000.0,238346.0,238346.0
"4402 Greenbriar Blvd,",1.5,2.0,"Boulder, CO 80305",04/11/14,,314900,39.971183,-105.24333,"Garage - Detached, 220 sqft garage",314900.0,314900,2300.0,1900.0,2175.0,1152.0,308300,0.0054,Townhouse,1976,478000.0,420000.0,446849.0,446849.0
"695 Manhattan Dr APT 207,",2.0,2.0,"Boulder, CO 80303",09/11/15,,274000,39.999689,-105.231239,,274000.0,274000,1800.0,1400.0,1550.0,888.0,167200,0.0054,Condo,1979,313000.0,275000.0,289856.0,289856.0
"78 Huron Ct,",4.0,3.0,"Boulder, CO 80303",07/22/13, 64,486000,39.987408,-105.222554,"Garage - Attached, Off street, On street, 2 spaces, 361 sqft garage",486000.0,486000,3500.0,2500.0,3000.0,1800.0,499900,0.0054,Single Family,1985,631000.0,554000.0,595271.0,595271.0
"3701 Arapahoe Ave UNIT 416,",1.0,1.0,"Boulder, CO 80303",10/15/15,,450000,40.015853,-105.247779,"Garage - Attached, 200 sqft garage",450000.0,450000,2400.0,1700.0,1925.0,915.0,272400,0.0054,Condo,2006,461000.0,380000.0,431282.0,431282.0
"5480 Ptarmigan Cir,",4.0,5.0,"Boulder, CO 80301",07/28/15,,630000,40.074068,-105.18849,"Garage - Attached, 420 sqft garage",630000.0,630000,3400.0,2400.0,2800.0,3864.0,435700,0.0054,Single Family,1989,680000.0,602000.0,647341.0,647341.0
"5696 College Pl,",4.0,5.0,"Boulder, CO 80303",12/03/14,,865000,40.004105,-105.220846,"Garage - Attached, 728 sqft garage",865000.0,865000,5100.0,2700.0,4466.0,4304.0,829600,0.0054,Single Family,1991,1190000.0,1070000.0,1129727.0,1129727.0
"2100 Baseline Rd,",2.0,3.0,"Boulder, CO 80302",06/27/13,,525000,39.999807,-105.26632,260 sqft garage,525000.0,525000,3500.0,2400.0,2875.0,1515.0,474500,0.0054,Single Family,1947,739000.0,662000.0,697046.0,697046.0
"2301 Pearl St APT 49,",1.0,1.0,"Boulder, CO 80302",10/16/14,,160000,40.021207,-105.265277,"Garage - Attached, 128 sqft garage",160000.0,160000,1700.0,1200.0,1395.0,427.0,131800,0.0054,Condo,1984,206000.0,163000.0,185492.0,185492.0
"660 Yale Rd,",1.75,3.0,"Boulder, CO 80305",09/15/15,,715000,39.983961,-105.255607,"Garage - Attached, 297 sqft garage",715000.0,715000,3200.0,2400.0,2695.0,1026.0,426500,0.0054,Single Family,1963,758000.0,658000.0,715033.0,715033.0
"1880 Del Rosa Ct,",2.5,3.0,"Boulder, CO 80304",04/24/15,,635000,40.038071,-105.273237,"Garage - Attached, 1 space, 336 sqft garage",635000.0,635000,3500.0,2600.0,2995.0,1666.0,481000,0.0054,Single Family,1968,774000.0,660000.0,709778.0,709778.0
"7440 Singing Hills Dr,",2.0,2.0,"Boulder, CO 80301",06/03/14, 302,172500,40.06892,-105.179285,"Garage - Detached, 198 sqft garage",172500.0,172500,1700.0,1500.0,1575.0,965.0,153400,0.0054,Townhouse,1989,243000.0,220000.0,231662.0,231662.0
"3065 17th St,",1.0,2.0,"Boulder, CO 80304",09/26/13,,445000,40.031291,-105.275413,"Carport, 408 sqft garage",445000.0,445000,2800.0,2000.0,2450.0,1000.0,382900,0.0054,Single Family,1956,641000.0,508000.0,577760.0,577760.0
"2227 Canyon Blvd APT 407A,",1.0,1.0,"Boulder, CO 80302",09/30/15,,152500,40.018071,-105.265682,171 sqft garage,152500.0,152500,2300.0,1200.0,1395.0,702.0,126900,0.0054,Condo,1967,242000.0,155000.0,186293.0,186293.0
"3701 Arapahoe Ave UNIT 406,",1.0,1.0,"Boulder, CO 80303",11/01/13,,322500,40.015853,-105.247779,"Garage - Attached, 200 sqft garage",322500.0,322500,2400.0,1700.0,1925.0,972.0,282400,0.0054,Condo,2006,460000.0,383000.0,430371.0,430371.0
"134 Canon View Rd,",2.0,4.0,"Boulder, CO 80302",04/28/14,,432000,40.073802,-105.34095,"Garage - Detached, Off street, 2 spaces, 528 sqft garage",432000.0,432000,3500.0,2400.0,2900.0,2036.0,473900,0.0054,Single Family,1964,653000.0,547000.0,587980.0,587980.0
"4890 Ricara Dr,",2.0,4.0,"Boulder, CO 80303",05/29/15,,675000,39.991976,-105.233385,"Garage - Attached, Off street, 580 sqft garage",675000.0,675000,3500.0,2600.0,2897.0,1750.0,458200,0.0054,Single Family,1960,795000.0,674000.0,756908.0,756908.0
"1380 Rosewood Ave UNIT A,",1.0,1.0,"Boulder, CO 80304",07/23/15, 115,285000,40.056762,-105.280287,,285000.0,285000,1900.0,1200.0,1450.0,683.0,,0.0054,Condo,2009,251000.0,134000.0,194389.0,194389.0
"2861 5th St,",5.0,5.0,"Boulder, CO 80304",,,1718252,40.027828,-105.290634,506 sqft garage,2215000.0,2215000,15000.0,6500.0,8615.0,5228.0,1760200,0.0054,Single Family,2005,2510000.0,2000000.0,2178279.0,2178279.0
"2905 Island Dr,",3.5,5.0,"Boulder, CO 80301",,,849000,40.040772,-105.256138,"Garage - Attached, 2 spaces, 630 sqft garage",1025000.0,1025000,4500.0,2400.0,4197.0,5137.0,775200,0.0054,Single Family,1995,1100000.0,989000.0,1040922.0,24000.0
"2825 La Grange Cir,",2.0,4.0,"Boulder, CO 80305",02/29/16,,650000,39.978265,-105.25886,"Garage - Attached, 288 sqft garage",650000.0,650000,3100.0,2400.0,2600.0,1280.0,504300,0.0054,Single Family,1966,680000.0,579000.0,629477.0,629477.0
"168 Misty Vale Ct,",3.0,3.0,"Boulder, CO 80302",10/01/14,,473000,40.062384,-105.364076,2 spaces,473000.0,473000,4300.0,2700.0,3127.0,1980.0,317800,0.0054,Single Family,1966,1080000.0,639000.0,840233.0,840233.0
"3009 Madison Ave APT 116M,",2.0,2.0,"Boulder, CO 80303",08/01/13,,195000,40.006492,-105.252882,"Garage - Detached, 216 sqft garage",195000.0,195000,2000.0,1500.0,1795.0,1102.0,181600,0.0054,Condo,1969,307000.0,237000.0,271918.0,271918.0
"3487 28th St APT 16,",2.0,2.0,"Boulder, CO 80301",08/01/14, 194,234850,40.037832,-105.259268,,234850.0,234850,1800.0,1300.0,1650.0,739.0,151400,0.0054,Condo,1985,280000.0,251000.0,266543.0,266543.0
"6822 Bugle Ct,",3.5,4.0,"Boulder, CO 80301",06/16/15,,609000,40.0576,-105.19461,"Garage - Attached, 480 sqft garage",609000.0,609000,3200.0,2400.0,2800.0,2793.0,401400,0.0054,Single Family,1989,705000.0,632000.0,671872.0,671872.0
"3115 Broadway St,",1.0,2.0,"Boulder, CO 80304",05/29/15,,625000,40.031617,-105.282443,"Garage - Detached, 216 sqft garage",625000.0,625000,3400.0,2300.0,2695.0,1474.0,476500,0.0054,Single Family,1921,735000.0,665000.0,700452.0,700452.0
"5860 Sunshine Canyon Dr,",3.0,4.0,"Boulder, CO 80302",03/10/14,,475000,40.0596,-105.362284,"Garage - Detached, 2 spaces, 576 sqft garage",475000.0,475000,5800.0,3300.0,4384.0,3131.0,553600,0.0054,Single Family,1983,1270000.0,908000.0,1107456.0,1107456.0
"605 Alpine Ave,",1.75,3.0,"Boulder, CO 80304",06/16/14,,690000,40.025765,-105.28827,"Garage - Detached, 2 spaces, 576 sqft garage",690000.0,690000,4500.0,2800.0,3404.0,2016.0,639000,0.0054,Single Family,1953,957000.0,799000.0,878192.0,878192.0
"620 Highland Ave,",2.0,5.0,"Boulder, CO 80302",03/08/16,,1625000,40.019151,-105.2879,"Off street, On street, 240 sqft garage",1625000.0,1625000,11000.0,5600.0,6413.0,2116.0,1126700,0.0054,Single Family,1920,1700000.0,1540000.0,1622467.0,1622467.0
"721 Iris Ave,",2.5,3.0,"Boulder, CO 80304",04/21/15,,1005000,40.036181,-105.287066,"Garage - Attached, 1 space, 286 sqft garage",1005000.0,1005000,5800.0,4500.0,5308.0,2823.0,838300,0.0054,Single Family,1955,1480000.0,1280000.0,1344338.0,1344338.0
"408 Alpine Ave,",3.0,4.0,"Boulder, CO 80304",03/11/14,,907000,40.025296,-105.291172,"Garage - Detached, 672 sqft garage",907000.0,907000,5000.0,3400.0,4373.0,2396.0,742600,0.0054,Single Family,1902,1200000.0,1010000.0,1106921.0,1106921.0
"4270 Corriente Pl,",2.0,4.0,"Boulder, CO 80301",11/07/13,,310000,40.045242,-105.254098,"Garage - Attached, 2 spaces, 396 sqft garage",310000.0,310000,2700.0,2100.0,2400.0,1524.0,277000,0.0054,Townhouse,1978,509000.0,442000.0,480132.0,480132.0
"2938 Kalmia Ave APT 24,",2.0,2.0,"Boulder, CO 80301",02/26/16, 397,426400,40.039461,-105.255107,"Garage - Attached, 2 spaces, 420 sqft garage",426400.0,426400,2400.0,1900.0,2200.0,1704.0,350700,0.0054,Condo,1985,490000.0,431000.0,453943.0,453943.0
"5110 Williams Fork Trl APT 211,",2.0,2.0,"Boulder, CO 80301",02/02/15, 217,145000,40.066129,-105.200444,,145000.0,145000,1600.0,1400.0,1525.0,924.0,107100,0.0054,Condo,1969,206000.0,187000.0,196334.0,196334.0
"3296 Cripple Creek Trl # 5D,",2.0,2.0,"Boulder, CO 80305",08/20/13,,307500,39.965985,-105.252931,"Garage - Detached, 220 sqft garage",307500.0,307500,2400.0,1700.0,1975.0,954.0,280700,0.0054,Condo,1981,422000.0,366000.0,393949.0,393949.0
"3000 Colorado Ave APT 217E,",1.0,1.0,"Boulder, CO 80303",12/08/14,,127000,40.007199,-105.25303,,127000.0,127000,1400.0,996.0,1145.0,589.0,100600,0.0054,Condo,1969,196000.0,162000.0,183533.0,183533.0
"3575 28th St APT 102,",1.0,1.0,"Boulder, CO 80301",08/04/14, 270,135000,40.039626,-105.259072,,135000.0,135000,1500.0,1000.0,1295.0,624.0,115700,0.0054,Condo,1981,215000.0,172000.0,193322.0,193322.0
"4500 Baseline Rd APT 3301,",2.0,2.0,"Boulder, CO 80303",08/18/15,,415000,39.999318,-105.23762,"Garage - Attached, 190 sqft garage",415000.0,415000,2300.0,1700.0,1995.0,1040.0,302300,0.0054,Condo,2005,442000.0,388000.0,421412.0,421412.0
"275 Manhattan Dr,",2.0,4.0,"Boulder, CO 80303",09/11/15,,562000,39.992713,-105.229263,"Garage - Attached, 525 sqft garage",562000.0,562000,3100.0,2400.0,2650.0,2296.0,395300,0.0054,Single Family,1966,633000.0,572000.0,602446.0,602446.0
"4390 Park Ct,",4.0,5.0,"Boulder, CO 80301",02/16/16, 50,890000,40.054472,-105.180655,"Garage - Attached, 572 sqft garage",890000.0,890000,4600.0,2800.0,3343.0,4880.0,646100,0.0054,Single Family,1988,924000.0,836000.0,880042.0,880042.0
"1040 10th St,",1.75,4.0,"Boulder, CO 80302",08/26/14,,850000,40.006018,-105.279535,"Garage - Attached, 380 sqft garage",850000.0,850000,4500.0,2400.0,3695.0,2884.0,736800,0.0054,Single Family,1914,1020000.0,913000.0,961169.0,961169.0
"103 Genesee Ct,",4.0,3.0,"Boulder, CO 80303",, 67,,39.987861,-105.224497,"Garage - Attached, 420 sqft garage",,,621000.0,524000.0,569956.0,2098.0,,,,1984,3500.0,2600.0,3000.0,
"5420 White Pl,",2.0,3.0,"Boulder, CO 80303",03/31/16,,500000,40.008786,-105.226687,"Garage - Attached, 484 sqft garage",500000.0,500000,3000.0,2300.0,2497.0,1794.0,437900,0.0054,Single Family,1978,580000.0,520000.0,547502.0,547502.0
"5540 Stonewall Pl APT 11,",1.0,1.0,"Boulder, CO 80303",10/02/13,,162900,40.000557,-105.225048,"Garage - Attached, 240 sqft garage",162900.0,162900,,,,606.0,130200,0.0054,Apartment,1986,1600.0,1100.0,Unavailable,
"1416 Sunshine Canyon Dr,",2.0,3.0,"Boulder, CO 80302",06/04/13,,695000,40.026394,-105.307188,,695000.0,695000,4200.0,2500.0,2995.0,2292.0,402700,0.0054,Single Family,1960,830000.0,589000.0,709058.0,709058.0
"665 Manhattan Dr APT 113,",2.0,2.0,"Boulder, CO 80303",06/12/13,,195000,39.999011,-105.230196,2 spaces,195000.0,195000,1800.0,1300.0,1495.0,880.0,160900,0.0054,Condo,1979,303000.0,256000.0,275580.0,275580.0
"6395 Gunpark Dr STE Y,",0.0,0.0,"Boulder, CO 80301",09/02/15,,975000,40.070213,-105.20465,,975000.0,975000,2800.0,1600.0,2295.0,1304.0,81500,0.0054,Single Family,1979,296000.0,224000.0,267029.0,267029.0
"5745 Olde Stage Rd,",4.0,3.0,"Boulder, CO 80302",04/17/15,,600000,40.078815,-105.301902,"Garage - Attached, 528 sqft garage",600000.0,600000,4200.0,2500.0,3150.0,2922.0,559500,0.0054,Single Family,1991,834000.0,698000.0,758391.0,758391.0
"784 Bow Mountain Rd,",3.0,3.0,"Boulder, CO 80304",04/07/14, 6,489000,40.05688,-105.31342,"Garage - Attached, 616 sqft garage",489000.0,489000,3700.0,2500.0,2895.0,2408.0,453400,0.0054,Single Family,1975,771000.0,658000.0,707642.0,707642.0
"1885 Lehigh St,",3.5,4.0,"Boulder, CO 80305",06/11/13,,1325000,39.967529,-105.259681,"Garage - Attached, 869 sqft garage",1325000.0,1325000,12000.0,6300.0,6900.0,3229.0,1259600,0.0054,Single Family,1972,1830000.0,1620000.0,1745498.0,1745498.0
"6505 Kalua Rd APT 201B,",2.0,2.0,"Boulder, CO 80301",05/29/15,,216500,40.056095,-105.202133,210 sqft garage,216500.0,216500,1700.0,1200.0,1505.0,923.0,120400,0.0054,Condo,1974,215000.0,187000.0,200990.0,200990.0
"2070 Poplar Ave,",5.5,5.0,"Boulder, CO 80304",07/01/15,,1300000,40.046631,-105.26949,"Garage - Attached, 858 sqft garage",1300000.0,1300000,11000.0,3400.0,6615.0,7054.0,1215500,0.0054,Single Family,2000,1790000.0,1540000.0,1673662.0,1673662.0
"1033 Laramie Blvd UNIT E,",2.0,2.0,"Boulder, CO 80304",02/08/16, 298,197000,40.065719,-105.28289,,197000.0,197000,2400.0,1500.0,1795.0,1210.0,183700,0.0054,Condo,2002,238000.0,211000.0,224372.0,224372.0
"2670 Juilliard St,",2.5,3.0,"Boulder, CO 80305",09/05/14,,818000,39.969458,-105.258723,"Garage - Attached, 2 spaces, 256 sqft garage",818000.0,818000,4600.0,3300.0,4178.0,2200.0,633500,0.0054,Single Family,1967,1140000.0,951000.0,1056980.0,1056980.0
"4500 Baseline Rd,",2.0,2.0,"Boulder, CO 80303",10/15/14, 312,337000,39.99974,-105.237442,,337000.0,337000,2300.0,1500.0,1895.0,1094.0,,0.0054,Condo,2004,462000.0,394000.0,428205.0,428205.0
"60 S Boulder Cir APT 6036,",2.0,2.0,"Boulder, CO 80303",04/24/15,,271000,39.987329,-105.230597,,271000.0,271000,1800.0,1300.0,1575.0,864.0,183900,0.0054,Condo,1984,289000.0,253000.0,272476.0,272476.0
"860 W Moorhead Cir APT 1H,",2.0,2.0,"Boulder, CO 80305",06/18/14,,230000,39.98171,-105.237508,,230000.0,230000,1900.0,1400.0,1700.0,759.0,195200,0.0054,Condo,1975,311000.0,279000.0,293304.0,293304.0
"7153 Old Post Rd,",4.0,4.0,"Boulder, CO 80301",10/22/15,,737500,40.05859,-105.186571,"Garage - Attached, 936 sqft garage",737500.0,737500,4500.0,2400.0,3950.0,4588.0,734000,0.0054,Single Family,1979,1070000.0,814000.0,924622.0,924622.0
"798 Fox Hill Ct,",3.0,5.0,"Boulder, CO 80303",08/02/13,,495000,40.002029,-105.193717,"Garage - Attached, 2 spaces, 176 sqft garage",495000.0,495000,4800.0,2900.0,3503.0,3858.0,430000,0.0054,Single Family,1963,1020000.0,806000.0,905325.0,905325.0
"Vaquero Dr,",0.0,0.0,"Boulder, CO 80303",03/24/16,,900000,40.00064,-105.2285,,900000.0,900000,2800.0,1700.0,2350.0,0.0,180474,0.0054,Single Family,,545000.0,426000.0,495060.0,495060.0
